"PLAYER_NAME";"TEAM_ABBREVIATION";"AGE";"PTS";"AST";"REB";"OREB";"DREB";"TOV";"STL";"BLK";"FG_PCT";"FG3_PCT";"FT_PCT";"Peso";"Altura";"Position"
"Luka Garza";"DET";23;17,2;1,9;9,3;5,4;3,9;1,7;0,8;0,6;0,449;0,327;0,623;110,222856;2,0828;"C"
"Luke Kennard";"LAC";26;15,6;2,7;4,3;0,4;3,9;1,1;0,8;0,1;0,449;0,449;0,896;93,439952;1,9558;"SG"
"Luke Kornet";"BOS";26;10,5;3,1;10,1;4,5;5,6;0;1;1;0,481;0;0,667;113,398;2,159;"C"
"MJ Walker";"PHX";24;0;4,3;4,3;0;4,3;0;8,6;0;0;0;0;96,615096;1,9558;"SG"
"Mac McClung";"LAL";23;11,8;1,5;4,4;0;4,4;4,4;1,5;1,5;0,5;0,333;1;83,91452;1,8796;"SG"
"Malachi Flynn";"TOR";24;12,7;4,7;4,2;0,7;3,6;0,9;1,3;0,3;0,393;0,333;0,625;83,91452;1,8542;"PG"
"Malcolm Brogdon";"IND";29;20,5;6,3;5,5;1;4,5;2,3;0,9;0,4;0,448;0,312;0,856;103,872568;1,9304;"PG"
"Malcolm Hill";"CHI";26;12,2;1,4;5,9;1,9;4,1;0,5;1,2;0,5;0,462;0,361;0,786;99,79024;1,9812;"SG"
"Malik Beasley";"MIN";25;17,4;2,1;4,1;0,5;3,7;0,8;0,8;0,2;0,391;0,377;0,817;84,821704;1,9304;"SG"
"Malik Fitts";"BOS";24;12;2,9;9,8;1,1;8,6;1,1;0;0;0,421;0,5;0;104,32616;1,9558;"PF"
"Malik Monk";"LAL";24;17,6;3,7;4,3;0,6;3,7;2,1;1;0,5;0,473;0,391;0,795;90,7184;1,905;"SG"
"Malik Newman";"CLE";25;37,5;4,7;4,7;0;4,7;4,7;0;0;0,6;0;1;86,18248;1,905;"PG"
"Mamadi Diakite";"OKC";25;10,7;0,4;11,3;3,3;8,1;1,3;1;1,7;0,532;0;0,545;103,418976;2,0574;"PF"
"Marcus Garrett";"MIA";23;3,6;2;6,5;2,5;3,9;0,6;1,4;0,8;0,238;0,25;0,4;92,98636;1,9558;"SG"
"Marcus Morris Sr.";"LAC";32;19,1;2,6;5,5;0,6;4,9;1,6;0,6;0,4;0,434;0,367;0,872;98,883056;2,032;"PF"
"Marcus Smart";"BOS";28;13,5;6,5;4,2;0,7;3,6;2,5;1,9;0,3;0,418;0,331;0,793;99,79024;1,905;"PG"
"Markelle Fultz";"ORL";24;19,5;9,9;4,9;0,4;4,5;4;2;0,5;0,474;0,235;0,806;94,800728;1,9304;"PG"
"Markieff Morris";"MIA";32;15,6;2,8;5,4;2,1;3,4;2,4;0,7;0,1;0,474;0,333;0,889;111,13004;2,0574;"PF"
"Marko Simonovic";"CHI";22;17,4;0;10,2;5,1;5,1;2;1;1;0,267;0,2;0,727;99,79024;2,1336;"C"
"Markus Howard";"DEN";23;25,7;1,4;2,4;0,4;2;1,4;1,8;0;0,386;0,4;0,87;79,3786;1,778;"SG"
"Marquese Chriss";"DAL";24;16;1,8;10,7;3,4;7,3;1,8;1,4;1,2;0,463;0,32;0,667;108,86208;2,0574;"PF"
"Marvin Bagley III";"DET";23;17;1,1;10,6;3,3;7,3;1,2;0,7;0,6;0,504;0,237;0,663;106,59412;2,0828;"PF"
"Mason Jones";"LAL";23;19,2;2,8;7,1;0,7;6,4;0,7;1,4;0;0,467;0,25;0,8;90,7184;1,9304;"SG"
"Mason Plumlee";"CHA";32;9,6;4,5;11,3;3,5;7,8;2;1,2;1;0,641;0;0,392;115,212368;2,1336;"C"
"Matisse Thybulle";"PHI";25;8,1;1,6;3,2;0,9;2,3;0,8;2,5;1,5;0,5;0,313;0,791;91,625584;1,9558;"SG"
"Matt Mooney";"NYK";27;0;0;0;0;0;18,6;18,6;0;0;0;0;90,264808;1,8796;"SG"
"Matt Ryan";"BOS";25;20,6;0;0;0;0;0;6,9;0;0,2;0,2;0;97,52228;1,9812;"SF"
"Matt Thomas";"CHI";27;12,6;1,6;3,9;0,2;3,7;0,6;0,6;0,2;0,41;0,385;0,8;86,18248;1,905;"SG"
"Maurice Harkless";"SAC";29;9;1;4,7;0,5;4,2;1,3;1,2;1;0,459;0,307;0,714;99,79024;2,0066;"SF"
"Max Strus";"MIA";26;16,4;2,1;4,6;0,5;4;1,3;0,6;0,4;0,441;0,41;0,792;97,52228;1,9558;"SF"
"Maxi Kleber";"DAL";30;10,2;1,7;8,7;1,7;7;1,2;0,7;1,4;0,398;0,325;0,708;108,86208;2,0828;"PF"
"McKinley Wright IV";"MIN";23;9,5;5,7;0;0;0;1,9;0;0;0,667;0,5;0;87,089664;1,8034;"PG"
"Melvin Frazier Jr.";"OKC";25;9,6;0,3;3,9;1,5;2,4;0,9;0,3;0;0,271;0,048;0,714;97,52228;1,9558;"SG"
"Micah Potter";"DET";24;14;0;10,5;4,7;5,8;1,2;1,2;1,2;0,455;0;1;112,490816;2,0574;"C"
"Michael Porter Jr.";"DEN";24;12,1;2,3;8;1,2;6,8;1,6;1,4;0,3;0,359;0,208;0,556;98,883056;2,0828;"SF"
"Mikal Bridges";"PHX";25;14,7;2,3;4,4;0,9;3,4;0,9;1,2;0,5;0,534;0,369;0,834;94,800728;1,9812;"SF"
"Mike Conley";"UTA";34;17,2;6,7;3,8;0,8;3;2,2;1,7;0,4;0,435;0,408;0,796;79,3786;1,8542;"PG"
"Mike Muscala";"OKC";30;20,9;1,3;7,8;1,3;6,6;0,9;1,1;1,6;0,456;0,429;0,842;108,86208;2,0828;"C"
"Miles Bridges";"CHA";24;20,5;3,8;7,1;1,1;6;1,9;0,9;0,9;0,491;0,331;0,802;102,0582;2,0066;"PF"
"Miles McBride";"NYK";21;8,6;4;4,1;0,4;3,7;0,5;1,4;0,1;0,296;0,25;0,667;88,45044;1,8796;"PG"
"Mitchell Robinson";"NYK";24;11,9;0,7;12;5,7;6,3;1,2;1,1;2,6;0,761;0;0,486;108,86208;2,1336;"C"
"Miye Oni";"UTA";24;4,1;4,1;5,7;0,8;4,9;0,8;0;0;0,222;0,125;0;93,439952;1,9558;"SG"
"Mo Bamba";"ORL";24;14,9;1,7;11,3;2,9;8,4;1,5;0,8;2,3;0,48;0,381;0,781;104,779752;2,1336;"C"
